Index,Name,Class Index,Nation,Exp day,Exp night,Date,Withdraw date,Endurance,Sunk date,Captain,Location (+8000 for TF),AK-T,Weapons out,Sys damage,Float damage,Flt major,Engine damage,Eng. major,Fires,Flags,Schedules,ScheduleBaseID,Image Shift,Bulk Cargo Type,Liquid Cargo Type,Bulk Cargo Loaded,Liquid Cargo Loaded,Insignia,10x Return as Class,10x Return with sys damage,10x Return with float damage,10x Return with major float damage,10x Return with engine damage,10x Return with major engine damage,10x Return with fires,10x Return with bulk cargo ID,10x Return with bulk cargo amount,10x Return with liquid cargo ID,10x Return with liquid cargo amount,10x Return with Endurance,Type (as comment),
1ndex 1,"Republican Ship",0,0,0,0,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,
1ndex 2,"Jaime I",2101,14,30,15,360804,0,0,0,0,3847,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,8000,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,BB - Jaime I Class
1ndex 3,"",0,0,0,0,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,
1ndex 4,"Mendez Nunez",2105,14,35,15,360904,0,0,0,0,3847,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,150,0,0,75,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,8000,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,CL - Mendez Nunez Class
1ndex 5,"",0,0,0,0,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,
1ndex 6,"Libertad",2108,14,38,18,360101,0,0,0,0,3847,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,8000,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,CL - Libertad Class
1ndex 7,"Miguel de Cervantes",2108,14,30,14,360720,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,250,0,0,75,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,8000,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,CL - Libertad Class
1ndex 8,"",0,0,0,0,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,
1ndex 9,"Alsedo",2112,14,33,16,360718,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,100,0,0,550,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,8000,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,DD - Alsedo Class
1ndex 10,"Lazaga",2112,14,34,12,360904,0,0,0,0,3847,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,75,0,0,0,0,0,0,0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0,0,0,0,0,8000,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,0/0/0/0/0/0/0/0/0/0/,DD - Alsedo Class
